steps,energy,magnetization,beta,hot,model
11,-20000.0,10000,0.9,False,mod_0.9_False
12,-19992.0,9998,0.9,False,mod_0.9_False
13,-20000.0,10000,0.9,False,mod_0.9_False
14,-20000.0,10000,0.9,False,mod_0.9_False
15,-19992.0,9998,0.9,False,mod_0.9_False
16,-19992.0,9998,0.9,False,mod_0.9_False
17,-20000.0,10000,0.9,False,mod_0.9_False
18,-20000.0,10000,0.9,False,mod_0.9_False
19,-20000.0,10000,0.9,False,mod_0.9_False
20,-20000.0,10000,0.9,False,mod_0.9_False
21,-20000.0,10000,0.9,False,mod_0.9_False
22,-19992.0,9998,0.9,False,mod_0.9_False
23,-20000.0,10000,0.9,False,mod_0.9_False
24,-20000.0,10000,0.9,False,mod_0.9_False
25,-20000.0,10000,0.9,False,mod_0.9_False
26,-20000.0,10000,0.9,False,mod_0.9_False
27,-20000.0,10000,0.9,False,mod_0.9_False
28,-19984.0,9996,0.9,False,mod_0.9_False
29,-20000.0,10000,0.9,False,mod_0.9_False
30,-20000.0,10000,0.9,False,mod_0.9_False
31,-20000.0,10000,0.9,False,mod_0.9_False
32,-20000.0,10000,0.9,False,mod_0.9_False
33,-19992.0,9998,0.9,False,mod_0.9_False
34,-20000.0,10000,0.9,False,mod_0.9_False
35,-20000.0,10000,0.9,False,mod_0.9_False
36,-19992.0,9998,0.9,False,mod_0.9_False
37,-19992.0,9998,0.9,False,mod_0.9_False
38,-19984.0,9996,0.9,False,mod_0.9_False
39,-20000.0,10000,0.9,False,mod_0.9_False
40,-20000.0,10000,0.9,False,mod_0.9_False
41,-20000.0,10000,0.9,False,mod_0.9_False
42,-20000.0,10000,0.9,False,mod_0.9_False
43,-20000.0,10000,0.9,False,mod_0.9_False
44,-20000.0,10000,0.9,False,mod_0.9_False
45,-20000.0,10000,0.9,False,mod_0.9_False
46,-20000.0,10000,0.9,False,mod_0.9_False
47,-20000.0,10000,0.9,False,mod_0.9_False
48,-19992.0,9998,0.9,False,mod_0.9_False
49,-20000.0,10000,0.9,False,mod_0.9_False
50,-20000.0,10000,0.9,False,mod_0.9_False
0,292.0,-42,1.0,True,mod_1.0_True
1,-9608.0,-92,1.0,True,mod_1.0_True
2,-13420.0,-204,1.0,True,mod_1.0_True
3,-14868.0,-436,1.0,True,mod_1.0_True
4,-15724.0,-600,1.0,True,mod_1.0_True
5,-16296.0,-770,1.0,True,mod_1.0_True
6,-16752.0,-720,1.0,True,mod_1.0_True
7,-17028.0,-870,1.0,True,mod_1.0_True
8,-17196.0,-902,1.0,True,mod_1.0_True
9,-17432.0,-854,1.0,True,mod_1.0_True
10,-17572.0,-872,1.0,True,mod_1.0_True
11,-17696.0,-874,1.0,True,mod_1.0_True
12,-17792.0,-1030,1.0,True,mod_1.0_True
13,-17908.0,-1128,1.0,True,mod_1.0_True
14,-18048.0,-1118,1.0,True,mod_1.0_True
15,-18100.0,-1070,1.0,True,mod_1.0_True
16,-18148.0,-1104,1.0,True,mod_1.0_True
17,-18176.0,-1100,1.0,True,mod_1.0_True
18,-18228.0,-1068,1.0,True,mod_1.0_True
19,-18284.0,-974,1.0,True,mod_1.0_True
20,-18308.0,-904,1.0,True,mod_1.0_True
21,-18352.0,-940,1.0,True,mod_1.0_True
22,-18380.0,-866,1.0,True,mod_1.0_True
23,-18416.0,-906,1.0,True,mod_1.0_True
24,-18452.0,-938,1.0,True,mod_1.0_True
25,-18476.0,-828,1.0,True,mod_1.0_True
26,-18496.0,-924,1.0,True,mod_1.0_True
27,-18528.0,-1050,1.0,True,mod_1.0_True
28,-18548.0,-1034,1.0,True,mod_1.0_True
29,-18580.0,-1032,1.0,True,mod_1.0_True
30,-18612.0,-1014,1.0,True,mod_1.0_True
31,-18652.0,-858,1.0,True,mod_1.0_True
32,-18692.0,-804,1.0,True,mod_1.0_True
33,-18712.0,-838,1.0,True,mod_1.0_True
34,-18736.0,-802,1.0,True,mod_1.0_True
35,-18768.0,-780,1.0,True,mod_1.0_True
36,-18788.0,-762,1.0,True,mod_1.0_True
37,-18800.0,-694,1.0,True,mod_1.0_True
38,-18816.0,-638,1.0,True,mod_1.0_True
39,-18836.0,-642,1.0,True,mod_1.0_True
40,-18864.0,-730,1.0,True,mod_1.0_True
41,-18880.0,-750,1.0,True,mod_1.0_True
42,-18884.0,-704,1.0,True,mod_1.0_True
43,-18892.0,-660,1.0,True,mod_1.0_True
44,-18904.0,-660,1.0,True,mod_1.0_True
45,-18904.0,-676,1.0,True,mod_1.0_True
46,-18932.0,-666,1.0,True,mod_1.0_True
47,-18944.0,-600,1.0,True,mod_1.0_True
48,-18948.0,-630,1.0,True,mod_1.0_True
49,-18952.0,-508,1.0,True,mod_1.0_True
50,-18952.0,-526,1.0,True,mod_1.0_True
0,-20000.0,10000,1.0,False,mod_1.0_False
1,-19992.0,9998,1.0,False,mod_1.0_False
2,-20000.0,10000,1.0,False,mod_1.0_False
3,-20000.0,10000,1.0,False,mod_1.0_False
4,-20000.0,10000,1.0,False,mod_1.0_False
5,-20000.0,10000,1.0,False,mod_1.0_False
6,-20000.0,10000,1.0,False,mod_1.0_False
7,-20000.0,10000,1.0,False,mod_1.0_False
8,-20000.0,10000,1.0,False,mod_1.0_False
9,-20000.0,10000,1.0,False,mod_1.0_False
10,-20000.0,10000,1.0,False,mod_1.0_False
11,-20000.0,10000,1.0,False,mod_1.0_False
12,-19992.0,9998,1.0,False,mod_1.0_False
13,-20000.0,10000,1.0,False,mod_1.0_False
14,-20000.0,10000,1.0,False,mod_1.0_False
15,-20000.0,10000,1.0,False,mod_1.0_False
16,-20000.0,10000,1.0,False,mod_1.0_False
17,-20000.0,10000,1.0,False,mod_1.0_False
18,-20000.0,10000,1.0,False,mod_1.0_False
19,-20000.0,10000,1.0,False,mod_1.0_False
20,-20000.0,10000,1.0,False,mod_1.0_False
21,-20000.0,10000,1.0,False,mod_1.0_False
22,-20000.0,10000,1.0,False,mod_1.0_False
23,-20000.0,10000,1.0,False,mod_1.0_False
24,-20000.0,10000,1.0,False,mod_1.0_False
25,-20000.0,10000,1.0,False,mod_1.0_False
26,-20000.0,10000,1.0,False,mod_1.0_False
27,-20000.0,10000,1.0,False,mod_1.0_False
28,-19992.0,9998,1.0,False,mod_1.0_False
29,-20000.0,10000,1.0,False,mod_1.0_False
30,-20000.0,10000,1.0,False,mod_1.0_False
31,-20000.0,10000,1.0,False,mod_1.0_False
32,-20000.0,10000,1.0,False,mod_1.0_False
33,-20000.0,10000,1.0,False,mod_1.0_False
34,-20000.0,10000,1.0,False,mod_1.0_False
35,-20000.0,10000,1.0,False,mod_1.0_False
36,-20000.0,10000,1.0,False,mod_1.0_False
37,-20000.0,10000,1.0,False,mod_1.0_False
38,-20000.0,10000,1.0,False,mod_1.0_False
39,-20000.0,10000,1.0,False,mod_1.0_False
40,-20000.0,10000,1.0,False,mod_1.0_False
41,-20000.0,10000,1.0,False,mod_1.0_False
42,-20000.0,10000,1.0,False,mod_1.0_False
43,-20000.0,10000,1.0,False,mod_1.0_False
44,-20000.0,10000,1.0,False,mod_1.0_False
45,-20000.0,10000,1.0,False,mod_1.0_False
46,-20000.0,10000,1.0,False,mod_1.0_False
47,-20000.0,10000,1.0,False,mod_1.0_False
48,-20000.0,10000,1.0,False,mod_1.0_False
49,-20000.0,10000,1.0,False,mod_1.0_False
50,-20000.0,10000,1.0,False,mod_1.0_False
